ticker,company,sector,year,revenue,net_income,gross_profit,capex,operating_cf,net_margin,capex_to_revenue,sentiment_score,sentiment_pos,sentiment_neg,sentiment_neu,gdp_level_q4,gdp_yoy,cpi_yoy_annual
MRU.TO,Metro Inc.,Consumer Defensive,2025,22006700000.0,1017000000.0,4370300000.0,-510600000.0,1724900000.0,0.0462131987076663,0.0232020248378902,,,,,,,
NTR.TO,Nutrien Ltd.,Basic Materials,2022,37884000000.0,7660000000.0,15424000000.0,-2475000000.0,8110000000.0,0.2021961778059339,0.0653310104529616,0.23,0.2735,0.0435,0.683,594557.3,3.0775165306879737,6.798089916666667
NTR.TO,Nutrien Ltd.,Basic Materials,2023,29056000000.0,1258000000.0,8474000000.0,-2600000000.0,5066000000.0,0.0432957048458149,0.0894823788546255,,,,,602387.8,1.31703033500723,3.8944715
NTR.TO,Nutrien Ltd.,Basic Materials,2024,25972000000.0,674000000.0,7530000000.0,-2154000000.0,3535000000.0,0.025951024179886,0.0829354689665794,,,,,621065.3,3.100577402131988,2.3854825
NTR.TO,Nutrien Ltd.,Basic Materials,2025,26885000000.0,2267000000.0,8347000000.0,-2005000000.0,4007000000.0,0.0843221127022503,0.0745769016180026,,,,,,,
OTEX.TO,Open Text Corporation,Technology,2022,3493844000.0,397090000.0,2431643000.0,-93109000.0,981810000.0,0.1136541871932461,0.0266494439934925,0.0362,0.1813,0.1451,0.6736,594557.3,3.0775165306879737,6.798089916666667
OTEX.TO,Open Text Corporation,Technology,2023,4484980000.0,150379000.0,3168393000.0,-123832000.0,779205000.0,0.0335294694736654,0.027610379533465,,,,,602387.8,1.31703033500723,3.8944715
OTEX.TO,Open Text Corporation,Technology,2024,5769577000.0,465090000.0,4191028000.0,-159295000.0,967691000.0,0.080610762279453,0.0276094763966231,,,,,621065.3,3.100577402131988,2.3854825
OTEX.TO,Open Text Corporation,Technology,2025,5168405000.0,435868000.0,3734287000.0,-143222000.0,830618000.0,0.0843331743545639,0.0277110636647089,,,,,,,
PPL.TO,Pembina Pipeline Corporation,Energy,2022,11611000000.0,2971000000.0,3123000000.0,-605000000.0,2929000000.0,0.2558780466798725,0.0521057617776246,0.0327,0.2696,0.2369,0.4935,594557.3,3.0775165306879737,6.798089916666667
PPL.TO,Pembina Pipeline Corporation,Energy,2023,6331000000.0,1776000000.0,2840000000.0,-606000000.0,2635000000.0,0.2805244037276891,0.0957194755962723,,,,,602387.8,1.31703033500723,3.8944715
PPL.TO,Pembina Pipeline Corporation,Energy,2024,7384000000.0,1864000000.0,3316000000.0,-955000000.0,3214000000.0,0.2524377031419285,0.1293336944745395,,,,,621065.3,3.100577402131988,2.3854825
PPL.TO,Pembina Pipeline Corporation,Energy,2025,7778000000.0,1694000000.0,3193000000.0,-784000000.0,3301000000.0,0.2177937773206479,0.1007971200822833,,,,,,,
PBH.TO,Premium Brands Holdings Corporation,Consumer Defensive,2022,6029800000.0,160100000.0,1103700000.0,-228400000.0,96500000.0,0.0265514610766526,0.0378785366015456,-0.0441,0.2036,0.2477,0.5487,594557.3,3.0775165306879737,6.798089916666667
PBH.TO,Premium Brands Holdings Corporation,Consumer Defensive,2023,6261000000.0,94200000.0,1208400000.0,-399700000.0,433900000.0,0.0150455198850023,0.0638396422296757,,,,,602387.8,1.31703033500723,3.8944715
PBH.TO,Premium Brands Holdings Corporation,Consumer Defensive,2024,6470500000.0,121500000.0,1292600000.0,-364800000.0,253100000.0,0.0187775287844834,0.0563789506220539,,,,,621065.3,3.100577402131988,2.3854825
PBH.TO,Premium Brands Holdings Corporation,Consumer Defensive,2025,7477200000.0,40500000.0,1388500000.0,-219000000.0,93600000.0,0.0054164660568127,0.0292890386775798,,,,,,,
REI-UN.TO,RioCan Real Estate Investment Trust,Real Estate,2022,1213847000.0,236772000.0,712692000.0,-392973000.0,506124000.0,0.1950591796165414,0.3237417895336067,0.6871,0.7017,0.0145,0.2838,594557.3,3.0775165306879737,6.798089916666667
REI-UN.TO,RioCan Real Estate Investment Trust,Real Estate,2023,1123871000.0,38802000.0,714408000.0,-390998000.0,385516000.0,0.0345253147380793,0.3479029176836131,0.6871,0.7017,0.0145,0.2838,602387.8,1.31703033500723,3.8944715
REI-UN.TO,RioCan Real Estate Investment Trust,Real Estate,2024,1239526000.0,473465000.0,740948000.0,-296938000.0,378280000.0,0.3819726250195639,0.2395577018957246,0.6871,0.7017,0.0145,0.2838,621065.3,3.100577402131988,2.3854825
REI-UN.TO,RioCan Real Estate Investment Trust,Real Estate,2025,1436571000.0,69295000.0,798716000.0,-253034000.0,434068000.0,0.0482363906830918,0.1761374829367988,0.6871,0.7017,0.0145,0.2838,,,
RY.TO,Royal Bank of Canada,Financial Services,2022,48775000000.0,15794000000.0,,-2500000000.0,21942000000.0,0.3238134290107637,0.0512557662737057,,,,,594557.3,3.0775165306879737,6.798089916666667
RY.TO,Royal Bank of Canada,Financial Services,2023,51591000000.0,14605000000.0,,-2730000000.0,26079000000.0,0.2830920121726658,0.0529162063150549,,,,,602387.8,1.31703033500723,3.8944715
RY.TO,Royal Bank of Canada,Financial Services,2024,57491000000.0,16230000000.0,,-2280000000.0,23139000000.0,0.2823050564436172,0.0396583813118575,,,,,621065.3,3.100577402131988,2.3854825
RY.TO,Royal Bank of Canada,Financial Services,2025,66532000000.0,20362000000.0,,-2243000000.0,55220000000.0,0.3060482173991463,0.0337131004629351,,,,,,,
SHOP.TO,Shopify Inc.,Technology,2022,5600000000.0,-3460000000.0,2754000000.0,-50000000.0,-136000000.0,-0.6178571428571429,0.0089285714285714,0.2708,0.4033,0.1325,0.4642,594557.3,3.0775165306879737,6.798089916666667
SHOP.TO,Shopify Inc.,Technology,2023,7060000000.0,132000000.0,3515000000.0,-39000000.0,944000000.0,0.0186968838526912,0.0055240793201133,,,,,602387.8,1.31703033500723,3.8944715
SHOP.TO,Shopify Inc.,Technology,2024,8880000000.0,2019000000.0,4472000000.0,-19000000.0,1616000000.0,0.2273648648648648,0.0021396396396396,,,,,621065.3,3.100577402131988,2.3854825
SHOP.TO,Shopify Inc.,Technology,2025,11556000000.0,1231000000.0,5555000000.0,-26000000.0,2033000000.0,0.1065247490481135,0.0022499134648667,,,,,,,
STN.TO,Stantec Inc.,Industrials,2022,5677200000.0,247000000.0,2417300000.0,-74900000.0,304300000.0,0.0435073627844712,0.0131931233706756,0.3863,0.4595,0.0733,0.4672,594557.3,3.0775165306879737,6.798089916666667
STN.TO,Stantec Inc.,Industrials,2023,6479600000.0,316500000.0,2744700000.0,-100600000.0,520000000.0,0.048845607753565,0.0155256497314649,,,,,602387.8,1.31703033500723,3.8944715
STN.TO,Stantec Inc.,Industrials,2024,7500000000.0,361500000.0,3195700000.0,-99000000.0,603100000.0,0.0482,0.0132,,,,,621065.3,3.100577402131988,2.3854825
STN.TO,Stantec Inc.,Industrials,2025,8144200000.0,479400000.0,3529000000.0,-71900000.0,862900000.0,0.0588639768178581,0.0088283686549937,,,,,,,
SLF.TO,Sun Life Financial Inc.,Financial Services,2022,3429000000.0,3024000000.0,,,4311000000.0,0.8818897637795275,,,,,,594557.3,3.0775165306879737,6.798089916666667
SLF.TO,Sun Life Financial Inc.,Financial Services,2023,36354000000.0,3343000000.0,,-172000000.0,5612000000.0,0.0919568685701711,0.0047312537822522,,,,,602387.8,1.31703033500723,3.8944715
SLF.TO,Sun Life Financial Inc.,Financial Services,2024,34483000000.0,3171000000.0,,-143000000.0,2532000000.0,0.0919583562915059,0.0041469709712032,,,,,621065.3,3.100577402131988,2.3854825
SLF.TO,Sun Life Financial Inc.,Financial Services,2025,38447000000.0,3745000000.0,,-145000000.0,2799000000.0,0.097406819777876,0.0037714255988763,,,,,,,
SU.TO,Suncor Energy Inc.,Energy,2022,62907000000.0,9077000000.0,26874000000.0,-5120000000.0,15680000000.0,0.1442923680989397,0.081389988395568,0.1273,0.1809,0.0536,0.7655,594557.3,3.0775165306879737,6.798089916666667
SU.TO,Suncor Energy Inc.,Energy,2023,52206000000.0,8295000000.0,21924000000.0,-5936000000.0,12344000000.0,0.1588897827835881,0.1137034057388039,,,,,602387.8,1.31703033500723,3.8944715
SU.TO,Suncor Energy Inc.,Energy,2024,54881000000.0,6016000000.0,22376000000.0,-6483000000.0,15960000000.0,0.1096189938229988,0.1181283139884477,,,,,621065.3,3.100577402131988,2.3854825
SU.TO,Suncor Energy Inc.,Energy,2025,52377000000.0,5918000000.0,21674000000.0,-5856000000.0,12781000000.0,0.112988525497833,0.1118047998167134,,,,,,,
TRP.TO,TC Energy Corporation,Energy,2022,12309000000.0,748000000.0,5797000000.0,-6727000000.0,6375000000.0,0.0607685433422698,0.5465106832399058,0.0333,0.0944,0.0611,0.8445,594557.3,3.0775165306879737,6.798089916666667
TRP.TO,TC Energy Corporation,Energy,2023,13267000000.0,2922000000.0,6668000000.0,-8149000000.0,7268000000.0,0.2202457224692847,0.6142307982211502,,,,,602387.8,1.31703033500723,3.8944715
TRP.TO,TC Energy Corporation,Energy,2024,13771000000.0,4698000000.0,6606000000.0,-6358000000.0,7696000000.0,0.3411516955921865,0.4616948660228015,,,,,621065.3,3.100577402131988,2.3854825
TRP.TO,TC Energy Corporation,Energy,2025,15239000000.0,3519000000.0,7643000000.0,-5286000000.0,7346000000.0,0.2309206640855699,0.3468731544064571,,,,,,,
BNS.TO,The Bank of Nova Scotia,Financial Services,2022,31509000000.0,9916000000.0,,-571000000.0,16943000000.0,0.3147037354406677,0.0181218064679932,,,,,594557.3,3.0775165306879737,6.798089916666667
BNS.TO,The Bank of Nova Scotia,Financial Services,2023,31694000000.0,7338000000.0,,-442000000.0,31724000000.0,0.2315264718874234,0.0139458572600492,,,,,602387.8,1.31703033500723,3.8944715
BNS.TO,The Bank of Nova Scotia,Financial Services,2024,33615000000.0,7758000000.0,,-489000000.0,15652000000.0,0.2307898259705488,0.0145470771976796,,,,,621065.3,3.100577402131988,2.3854825
BNS.TO,The Bank of Nova Scotia,Financial Services,2025,37097000000.0,7789000000.0,,-347000000.0,5407000000.0,0.2099630697900099,0.0093538561069628,,,,,,,
TD.TO,The Toronto-Dominion Bank,Financial Services,2022,45762000000.0,17429000000.0,,-1454000000.0,38949000000.0,0.3808618504435995,0.0317730868406101,,,,,594557.3,3.0775165306879737,6.798089916666667
TD.TO,The Toronto-Dominion Bank,Financial Services,2023,51524000000.0,10634000000.0,,-1844000000.0,-65302000000.0,0.2063892554925859,0.0357891468053722,,,,,602387.8,1.31703033500723,3.8944715
TD.TO,The Toronto-Dominion Bank,Financial Services,2024,56256000000.0,8842000000.0,,-2177000000.0,54937000000.0,0.157174345847554,0.0386980944254835,,,,,621065.3,3.100577402131988,2.3854825
TD.TO,The Toronto-Dominion Bank,Financial Services,2025,61281000000.0,20538000000.0,,-2145000000.0,-69646000000.0,0.3351446614774563,0.0350026925148088,,,,,,,
TIH.TO,Toromont Industries Ltd.,Industrials,2022,4115347000.0,454198000.0,1118516000.0,-68552000.0,216953000.0,0.1103668779327721,0.0166576475811152,0.2391,0.37,0.131,0.499,594557.3,3.0775165306879737,6.798089916666667
TIH.TO,Toromont Industries Ltd.,Industrials,2023,4622301000.0,534712000.0,1244889000.0,-114471000.0,355794000.0,0.1156809130344389,0.0247649385014087,,,,,602387.8,1.31703033500723,3.8944715
TIH.TO,Toromont Industries Ltd.,Industrials,2024,5021163000.0,506516000.0,1262632000.0,-136516000.0,359227000.0,0.1008762312635538,0.0271881235482695,,,,,621065.3,3.100577402131988,2.3854825
TIH.TO,Toromont Industries Ltd.,Industrials,2025,5202837000.0,496586000.0,1322203000.0,-228164000.0,742122000.0,0.0954452349746878,0.0438537667045882,,,,,,,
WSP.TO,WSP Global Inc.,Industrials,2022,11932900000.0,431800000.0,8957200000.0,-166500000.0,814800000.0,0.0361856715467321,0.0139530206404143,0.1066,0.1312,0.0246,0.8442,594557.3,3.0775165306879737,6.798089916666667
WSP.TO,WSP Global Inc.,Industrials,2023,14437200000.0,550000000.0,10897000000.0,-180400000.0,986300000.0,0.03809602970105,0.0124954977419444,,,,,602387.8,1.31703033500723,3.8944715
WSP.TO,WSP Global Inc.,Industrials,2024,16166800000.0,681400000.0,12172200000.0,-163800000.0,1381900000.0,0.0421481059950021,0.0101318752010292,,,,,621065.3,3.100577402131988,2.3854825
WSP.TO,WSP Global Inc.,Industrials,2025,18285000000.0,964300000.0,13959100000.0,-152900000.0,2246000000.0,0.0527372162975116,0.0083620453923981,,,,,,,
WCN.TO,"Waste Connections, Inc.",Industrials,2022,7211859000.0,835662000.0,2875847000.0,-912677000.0,2022492000.0,0.1158733136629543,0.1265522523388213,,,,,594557.3,3.0775165306879737,6.798089916666667
WCN.TO,"Waste Connections, Inc.",Industrials,2023,8021951000.0,762800000.0,3277438000.0,-934000000.0,2126817000.0,0.0950890874302273,0.1164305291817414,,,,,602387.8,1.31703033500723,3.8944715
WCN.TO,"Waste Connections, Inc.",Industrials,2024,8919591000.0,617573000.0,3727885000.0,-1055988000.0,2228927000.0,0.0692378159491842,0.1183897333409121,,,,,621065.3,3.100577402131988,2.3854825
WCN.TO,"Waste Connections, Inc.",Industrials,2025,9466915000.0,1076557000.0,4011533000.0,-1194366000.0,2414069000.0,0.1137178267682766,0.1261621130009089,,,,,,,
